"data_as_of","year","month","st_abbrev","state","county","fips","statefips","countyfips","code2013","provisional_drug_overdose_deaths","footnote","percentage_of_records_pending_investigation","historicaldatacompletenessnote","monthendingdate","start_date","end_date"
"10/8/2023",2021,12,"OR","Oregon","Polk",41053,41,53,3,"14","",0.12,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Sherman",41055,41,55,6,"0","",0,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Sherman",41055,41,55,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Tillamook",41057,41,57,6,"10","",0,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Tillamook",41057,41,57,6,"10","",0,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Tillamook",41057,41,57,6,"10","",0,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Tillamook",41057,41,57,6,"11","",0,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Tillamook",41057,41,57,6,"10","",0,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Tillamook",41057,41,57,6,"10","",0,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Tillamook",41057,41,57,6,"10","",0,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.24,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.25,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.48,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.5,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Tillamook",41057,41,57,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Umatilla",41059,41,59,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.15,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Umatilla",41059,41,59,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.15,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Umatilla",41059,41,59,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.15,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Umatilla",41059,41,59,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.14,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Umatilla",41059,41,59,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.15,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Umatilla",41059,41,59,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.14,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Umatilla",41059,41,59,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.14,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Umatilla",41059,41,59,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Umatilla",41059,41,59,5,"10","",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Umatilla",41059,41,59,5,"12","",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Umatilla",41059,41,59,5,"13","",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Umatilla",41059,41,59,5,"13","",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Umatilla",41059,41,59,5,"16","",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Umatilla",41059,41,59,5,"15","",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Umatilla",41059,41,59,5,"12","",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Umatilla",41059,41,59,5,"12","",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Umatilla",41059,41,59,5,"12","",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Umatilla",41059,41,59,5,"15","",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Umatilla",41059,41,59,5,"17","",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Umatilla",41059,41,59,5,"20","",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Umatilla",41059,41,59,5,"20","",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Umatilla",41059,41,59,5,"20","",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Umatilla",41059,41,59,5,"21","",0,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Umatilla",41059,41,59,5,"20","",0,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Umatilla",41059,41,59,5,"19","",0,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Umatilla",41059,41,59,5,"23","",0,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Umatilla",41059,41,59,5,"25","",0,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Umatilla",41059,41,59,5,"26","",0,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Umatilla",41059,41,59,5,"26","",0,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Umatilla",41059,41,59,5,"24","",0,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Umatilla",41059,41,59,5,"24","",0,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Umatilla",41059,41,59,5,"22","",0,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Umatilla",41059,41,59,5,"24","",0,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Umatilla",41059,41,59,5,"23","",0,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Umatilla",41059,41,59,5,"24","",0.12,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Umatilla",41059,41,59,5,"26","",0.12,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Umatilla",41059,41,59,5,"25","",0.12,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Umatilla",41059,41,59,5,"21","",0.12,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Umatilla",41059,41,59,5,"19","",0.25,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Union",41061,41,61,5,"11","",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Union",41061,41,61,5,"12","",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Union",41061,41,61,5,"13","",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Union",41061,41,61,5,"14","",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Union",41061,41,61,5,"11","",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Union",41061,41,61,5,"10","",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Union",41061,41,61,5,"10","",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Union",41061,41,61,5,"12","",0,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Union",41061,41,61,5,"10","",0,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.29,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.29,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.29,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Union",41061,41,61,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.29,"","1/31/2023","1/31/2020","3/31/2023"
